product_id,product_name,category,price,cost,in_stock
PROD1157,gRASS-ROOTS FULL-RANGE PRICING STRUCTURE,,89.11,139.06,False
PROD1158,FULLY-CONFIGURABLE NON-VOLATILE SOLUTION, Beauty,321.18,107.77,False
PROD1159,pre-emptive zero tolerance complexity,Toys ,146.56,193.59,False
PROD1160,oRGANIC DIDACTIC APPLICATION,Health,311.19,85.24,True
PROD1161,QUALITY-FOCUSED RECIPROCAL INTERFACE,books,111.46,221.35,False
PROD1162,Multi-Layered Stable Complexity,Toys ,367.98,116.19,False
PROD1163,user-centric background graphical user interface,automotive,127.14,33.71,True
PROD1164,FACE-TO-FACE GLOBAL FOCUS GROUP,GROCERY,442.07,65.7,True
PROD1165,innovative system-worthy architecture,CLOTHING,297.08,,True
PROD1166,OPTIONAL INTERMEDIATE UTILIZATION,Home & Kitchen ,163.96,230.22,True
PROD1167,REACTIVE RECIPROCAL CONTINGENCY, Sports,472.17,128.48,False
PROD1168,CLONED CLEAR-THINKING SUPPORT,GROCERY,71.26,176.09,False
PROD1169,Devolved 6Thgeneration Hub,Grocery ,482.38,222.04,True
PROD1170,rEALIGNED HOLISTIC PROJECT, Grocery,31.14,144.35,True
PROD1171,Mandatory intermediate policy ,Clothing,293.24,13.15,Fal...
PROD1172,sEAMLESS EXUDING SOFTWARE,ELECTRONICS,398.03,17.61,False
PROD1173,Public-key hybrid instruction set ,Automotive ,379.21,,True
PROD1174,fACE-TO-FACE CLIENT-SERVER gRAPHICAL uSER iNTERFACE,Grocery,351.0,89.0,True
PROD1175,Function-Based Cohesive Architecture,Sports ,19.06,54.98,False
PROD1176,synergized motivating alliance,Books,161.96,,True
PROD1177,REALIGNED GLOBAL LEVERAGE, Home & Kitchen,158.3,100.19,False
PROD1178,AUTOMATED LOGISTICAL ABILITY,Electronics ,39.03,222.6,True
PROD1179,ADAPTIVE ACTUATING GRAPHICAL USER INTERFACE,clothing,381.86,184.47,False
PROD1180,User-centric background superstructure , Health,120.84,,False
PROD1181,Programmable Web-Enabled Graphical User Interface, Automotive,480.15,196.54,False
PROD1182,Universal bottom-line Graphic Interface ,Electronics,3313.2999999999997,,True
PROD1183,eNTERPRISE-WIDE GLOBAL INFRASTRUCTURE,Books ,317.56,231.31,False
PROD1184,Compatible Next Generation Graphical User Interface,electronics,51.64,,text_False
PROD1185,Implemented Non-Volatile Focus Group,Automotive ,106.76,130.54,True
PROD1186,streamlined uniform task-force,Grocery,170.63,89.23,False
PROD1187,Decentralized Real-Time Process Improvement,CLOTHING,140.8,142.0,False
PROD1188,Stand-Alone Multi-State Forecast,Automotive,155.38,233.28,False
PROD1189,pROFIT-FOCUSED OBJECT-ORIENTED FUNCTIONALITIES,sports,147.37,29.09,False
PROD1190,Polarized background extranet ,Home & Kitchen ,355.0,108.45,True
PROD1191,cOMPATIBLE HYBRID MATRIX,books,331.75,153.5,False
PROD1192,switchable high-level framework,home & kitchen,8.65,819.4,True
PROD1193,configurable discrete benchmark,beauty,95.54,187.4,False
PROD1194,de-engineered explicit projection,Beauty ,381.18,34.43,True
PROD1195,Enhanced modular Internet solution ,grocery,278.31,172.48,False
PROD1196,CLONED USER-FACING SUPERSTRUCTURE,Grocery ,163.48,108.56,True
PROD1197,Face-To-Face Multi-State Conglomeration,Clothing ,430.7,4.49,False
PROD1198,Expanded Zero-Defect Service-Desk,CLOTHING,252.08,247.35,True
PROD1199,Optional Zero Tolerance Utilization,Health ,278.65,86.39,True
PROD1200,ROBUST COMPOSITE APPROACH,CLOTHING,376.71,121.5,True
PROD1201,dIVERSE ACTUATING APPROACH,Home & Kitchen ,251.13,20.53,True
PROD1202,DECENTRALIZED NEEDS-BASED BUDGETARY MANAGEMENT,AUTOMOTIVE,77.64,152.19,True
PROD1203,CLONED ZERO ADMINISTRATION TIME-FRAME, Automotive,86.77,8.99,True
PROD1204,Reverse-Engineered Regional Synergy,Sports,412.61,125.07,True
PROD1205,iNNOVATIVE REAL-TIME ARCHITECTURE,CLOTHING,395.45,83.52,True
PROD1206,eXCLUSIVE GLOBAL INTERFACE, Beauty,13.82,48.66,False
PROD1207,programmable disintermediate analyzer,CLOTHING,281.39,72.08,True
PROD1208,Proactive high-level intranet ,,206.82,203.17,False
PROD1209,decentralized user-facing open architecture,ELECTRONICS,59.21,249.69,False
PROD1210,Front-line background protocol ,AUTOMOTIVE,249.75,50.84,True
PROD1211,innovative radical synergy,GROCERY,470.43,210.68,False
PROD1212,qUALITY-FOCUSED BACKGROUND SUCCESS,Toys,239.56,,False
PROD1213,Ameliorated dedicated Graphical User Interface ,toys,307.89,92.13,False
PROD1214,BALANCED ANALYZING LOCAL AREA NETWORK,HOME & KITCHEN,458.19,112.9,False
PROD1215,fUNDAMENTAL DYNAMIC PRODUCT,Toys,111.07,241.66,True
PROD1216,STREAMLINED DISINTERMEDIATE INTRANET,Sports,220.99,99.7,True
PROD1217,vERSATILE EMPOWERING SUCCESS,AUTOMOTIVE,124.26,185.79,True
PROD1218,Adaptive Leadingedge Budgetary Management,Sports ,496.2,212.54,True
PROD1219,Synergistic encompassing paradigm , Electronics,15.76,149.99,True
PROD1220,qUALITY-FOCUSED COMPOSITE ARCHIVE, Electronics,425.7,151.01,True
PROD1221,future-proofed fresh-thinking success, Toys,206.56,127.54,True
PROD1222,ergonomic foreground definition,HOME & KITCHEN,489.9,236.0,True
PROD1223,Up-Sized 5Thgeneration Moderator,Beauty,236.42,226.22,True
PROD1224,Ergonomic full-range ability ,health,319.64,214.02,False
PROD1225,automated mission-critical initiative, Automotive,286.68,204.7,True
PROD1226,Synergized optimal system engine ,Sports ,57.92,155.35,True
PROD1227,Public-key homogeneous extranet , Beauty,474.89,197.58,False
PROD1228,Seamless Scalable Installation,AUTOMOTIVE,315.09,179.7,True
PROD1229,MANAGED MISSION-CRITICAL STANDARDIZATION,,146.22,235.71,True
PROD1230,cUSTOMER-FOCUSED ANALYZING POLICY,Home & Kitchen ,169.11,75.05,True
PROD1231,Streamlined Systematic Moderator,Beauty,20.87,118.58,Tru...
PROD1232,persevering zero tolerance policy,Toys,113.26,,True
PROD1233,CROSS-GROUP MULTI-STATE ATTITUDE,TOYS,215.96,240.84,False
PROD1234,Quality-Focused Intermediate Migration,BEAUTY,133.77,208.13,True
PROD1235,eXCLUSIVE STATIC INFRASTRUCTURE,GROCERY,104.4,20.09,True
PROD1236,pHASED COHESIVE PROCESS IMPROVEMENT,toys,310.23,86.87,False
PROD1237,UP-SIZED RECIPROCAL MODERATOR,Automotive ,285.4,58.3,False
PROD1238,REVERSE-ENGINEERED REGIONAL MORATORIUM, Health,445.95,218.59,True
PROD1239,Multi-Layered Upward-Trending Adapter,BEAUTY,262.02,233.84,False
PROD1240,Optional disintermediate collaboration ,Clothing ,278.42,62.73,True
PROD1241,networked zero administration complexity,Health ,130.66,3.29,False
PROD1242,TEAM-ORIENTED ENCOMPASSING MONITORING,,450.41,182.88,True
PROD1243,fOCUSED 5THGENERATION gRAPHICAL uSER iNTERFACE,clothing,485.87,90.3,True
PROD1244,sWITCHABLE VALUE-ADDED STRATEGY, Toys,245.35,173.86,True
PROD1245,mandatory global alliance,Health,41.39,154.6,False
PROD1246,aUTOMATED CONTEXTUALLY-BASED CAPABILITY,Health,139.77,4.37,False
PROD1247,re-contextualized discrete model,ELECTRONICS,10.32,158.92,True
PROD1248,triple-buffered directional workforce, Clothing,98.27,167.32,True
PROD1249,Enhanced Coherent Infrastructure,TOYS,11.51,2.26,True
PROD1250,Switchable Optimal Neural-Net, Electronics,324.44,222.77,True
PROD1251,programmable secondary project, Health,415.21,,True
PROD1252,Open-architected intangible hub ,ELECTRONICS,434.67,,True
PROD1253,streamlined even-keeled solution, Beauty,134.01,198.04,False
PROD1254,cUSTOMIZABLE USER-FACING HIERARCHY,TOYS,277.86,,False
PROD1255,Future-Proofed Analyzing Groupware,Toys,352.4,,False
PROD1256,profit-focused explicit conglomeration,Toys,365.41,7.93,True
PROD1257,Universal multi-state hardware ,HEALTH,22.87,74.05,False
PROD1258,seamless interactive neural-net,SPORTS,117.33,156.09,Tru...
PROD1259,integrated static benchmark,Home & Kitchen ,192.83,7.83,True
PROD1260,pRE-EMPTIVE RECIPROCAL ARCHITECTURE,Beauty,138.45,,True
PROD1261,reactive analyzing collaboration,home & kitchen,391.05,192.32,False
PROD1262,extended web-enabled benchmark,clothing,80.13,186.9,True
PROD1263,Visionary Mobile Archive,Sports ,460.07,4.82,True
PROD1264,OPEN-SOURCE SECONDARY ARCHITECTURE,beauty,430.42,71.05,text_True
PROD1265,oPEN-SOURCE MOTIVATING PROJECT,Books,261.2,40.78,True
PROD1266,profit-focused dynamic interface, Grocery,412.13,222.83,True
PROD1267,Open-Architected Background Strategy,health,194.84,13.99,False
PROD1268,Extended regional paradigm ,Automotive,87.2,240.71,False
PROD1269,enhanced asymmetric parallelism,Books ,160.45,216.16,True
PROD1270,tOTAL ZERO-DEFECT INSTALLATION,health,8.11,206.09,True
PROD1271,synchronized maximized adapter, Electronics,488.28,2.01,False
PROD1272,quality-focused logistical firmware,Automotive,388.16,13.81,False
PROD1273,secured value-added benchmark,Sports,5.69,209.77,False
PROD1274,VISIONARY ENCOMPASSING SUPERSTRUCTURE,SPORTS,414.29,124.97,False
PROD1275,FRONT-LINE STATIC INTERFACE, Sports,93.96,214.94,False
PROD1276,Focused Fault-Tolerant Implementation,AUTOMOTIVE,464.46,195.48,False
PROD1277,oRGANIC NATIONAL ATTITUDE, Beauty,103.94,164.41,True
PROD1278,Intuitive Needs-Based Hierarchy,HOME & KITCHEN,110.3,24.24,True
PROD1279,sTREAMLINED EXUDING DEFINITION,TOYS,468.24,200.48,False
PROD1280,uNIVERSAL RECIPROCAL APPLICATION,Toys ,248.15,26.78,True
PROD1281,Quality-Focused Empowering Attitude, Home & Kitchen,52.64,200.0,True
PROD1282,FACE-TO-FACE NEEDS-BASED APPLICATION,Electronics ,281.57,8.76,False
PROD1283,switchable hybrid function,books,306.2,116.39,False
PROD1284,Open-architected upward-trending complexity , Clothing,339.04,197.45,False
PROD1285,INTEGRATED ASYMMETRIC LEVERAGE,BEAUTY,220.74,6.87,False
PROD1286,Right-sized fresh-thinking data-warehouse , Automotive,381.87,143.58,True
PROD1287,Implemented Foreground Infrastructure,HEALTH,358.88,239.51,True
PROD1288,Intuitive Impactful Success,,8.76,176.24,False
PROD1289,FUNDAMENTAL ZERO TOLERANCE HIERARCHY,Automotive ,201.12,221.58,False
PROD1290,Robust user-facing implementation , Electronics,188.95,30.95,True
PROD1291,Fully-Configurable Bi-Directional Installation,SPORTS,477.11,107.18,True
PROD1292,visionary 5thgeneration utilization,Beauty,21.25,150.68,True
PROD1293,PUBLIC-KEY RECIPROCAL POLICY,GROCERY,137.65,20.93,False
PROD1294,function-based national neural-net, Clothing,52.72,23.91,False
PROD1295,Up-sized high-level approach ,Clothing,13.23,92.3,False
PROD1296,pRE-EMPTIVE COHERENT STRATEGY,Home & Kitchen,299.4,200.34,True
PROD1297,CUSTOMER-FOCUSED BOTTOM-LINE STRATEGY,TOYS,360.09,131.74,True
PROD1298,PHASED ECO-CENTRIC CONTINGENCY,BEAUTY,183.85,101.32,False
PROD1299,SHARABLE REAL-TIME ATTITUDE, Electronics,426.37,203.68,False
PROD1300,DISTRIBUTED LEADINGEDGE CAPABILITY,AUTOMOTIVE,28.97,23.47,True
PROD1301,Switchable Non-Volatile Function,AUTOMOTIVE,242.67,,True
PROD1302,Triple-Buffered Maximized Throughput,Grocery ,423.28,1503.8,True
PROD1303,ameliorated intermediate open system,Books ,411.52,143.61,True
PROD1304,front-line global software,SPORTS,263.47,51.36,False
PROD1305,CLONED DISINTERMEDIATE BUDGETARY MANAGEMENT,Books ,490.69,225.03,True
PROD1306,Profound Contextually-Based Intranet,Beauty,17.62,99.69,True
PROD1307,ORGANIC FRESH-THINKING PRICING STRUCTURE,electronics,415.82,236.01,True
PROD1308,User-friendly cohesive emulation ,Health,443.79,47.86,False
PROD1309,Cross-platform national protocol ,,252.87,65.75,False
PROD1310,ADAPTIVE WEB-ENABLED NEURAL-NET,grocery,357.83,41.34,True
PROD1311,Adaptive heuristic matrix ,,303.12,243.28,False
PROD1312,Sharable asymmetric extranet ,Clothing ,103.31,17.62,False
PROD1313,public-key cohesive intranet,Health ,276.26,116.82,False
PROD1314,Expanded Composite Array,Home & Kitchen,183.65,117.71,False
PROD1315,INTUITIVE ATTITUDE-ORIENTED FRAME, Home & Kitchen,380.75,101.41,False
PROD1316,Persevering mission-critical Graphical User Interface ,automotive,425.31,164.55,False
PROD1317,pROGRESSIVE STABLE MATRICES,clothing,290.38,203.96,False
PROD1318,BALANCED DYNAMIC PARALLELISM,Sports ,229.51,31.23,True
PROD1319,FUTURE-PROOFED UNIFORM MODERATOR,Sports,350.92,35.15,False
PROD1320,User-friendly modular migration ,,163.07,63.63,False
PROD1321,uSER-FRIENDLY NEEDS-BASED OPEN SYSTEM,,258.84,247.11,True
PROD1322,eXCLUSIVE ASYMMETRIC LEVERAGE,health,59.53,211.74,True
PROD1323,Multi-channeled mobile leverage , Books,360.62,21.68,True
PROD1324,Re-Contextualized Eco-Centric Moderator,Beauty,91.66,,True
PROD1325,Stand-alone systematic product , Home & Kitchen,321.38,237.67,True
PROD1326,oRGANIZED EXUDING CUSTOMER LOYALTY,Sports,428.37,155.06,True
PROD1327,Team-Oriented Transitional Extranet,Electronics,62.74,171.64,False
PROD1328,Diverse Logistical Contingency,Clothing,432.67,146.17,True
PROD1329,Configurable radical neural-net ,Automotive ,373.27,72.61,True
PROD1330,Operative Fault-Tolerant Graphical User Interface, Automotive,210.51,13.12,True
PROD1331,secured coherent neural-net, Home & Kitchen,285.42,22.46,False
PROD1332,customizable 3rdgeneration methodology,sports,180.52,223.56,True
PROD1333,Quality-Focused 4Thgeneration Groupware,BEAUTY,312.55,117.26,False
PROD1334,switchable demand-driven synergy, Beauty,169.96,2.92,False
PROD1335,mONITORED TRANSITIONAL INFO-MEDIARIES,GROCERY,180.32,157.44,False
PROD1336,hORIZONTAL ASYNCHRONOUS MORATORIUM,CLOTHING,425.59,1261.7,False
PROD1337,vISION-ORIENTED FULL-RANGE EXTRANET,BOOKS,35.14,26.62,False
PROD1338,Quality-focused multimedia success ,Home & Kitchen,214.71,1629.6000000000001,True
PROD1339,Quality-Focused System-Worthy Forecast, Sports,370.27,214.54,True
PROD1340,mULTI-LATERAL GLOBAL SOLUTION,,65.96,237.79,False
PROD1341,Self-Enabling Regional Service-Desk,Books ,333.16,197.45,True
PROD1342,Multi-Lateral Dynamic Budgetary Management, Beauty,382.89,25.91,True
PROD1343,bALANCED COMPOSITE OPEN ARCHITECTURE, Toys,346.57,95.73,True
PROD1344,Future-Proofed Client-Server Local Area Network,home & kitchen,310.3,175.2,False
PROD1345,Focused Modular Encryption, Automotive,402.67,153.56,False
PROD1346,face-to-face actuating algorithm, Electronics,335.02,129.91,True
PROD1347,Centralized stable superstructure ,CLOTHING,494.65,217.9,False
PROD1348,distributed leadingedge internet solution,GROCERY,62.28,224.7,True
PROD1349,fUTURE-PROOFED BANDWIDTH-MONITORED SUCCESS,Home & Kitchen,372.62,6.15,False
PROD1350,tEAM-ORIENTED REGIONAL gRAPHICAL uSER iNTERFACE,Books,67.59,54.08,True
PROD1351,Future-Proofed Composite Model,Books,437.66,118.16,True
PROD1352,TEAM-ORIENTED BOTTOM-LINE PARALLELISM, Home & Kitchen,425.97,40.71,False
PROD1353,SYNCHRONIZED ZERO ADMINISTRATION STANDARDIZATION,,26.3,90.93,True
PROD1354,Stand-alone attitude-oriented productivity , Electronics,141.14,108.62,False
PROD1355,networked clear-thinking graphic interface, Home & Kitchen,17.14,100.09,False
